elpsdm,ordfreq,ordcat,log_revlast,log_n24,log_rev24,prediction
23,1,6,2.890371813451719,1.3862943611198906,3.295836866004329,0
23,1,6,2.7080502677688743,1.3862943611198906,3.784189633918261,0
23,1,7,3.912023025428146,2.772588722239781,6.091309882077698,0
23,1,6,2.9957323235539897,1.3862943611198906,3.8501476017100584,0
23,1,6,2.890371813451719,1.9459101490553132,5.017279836814924,0
23,1,6,2.9957323235539897,1.9459101490553132,3.7376696182833684,0
23,1,6,2.833213402879744,2.3978952727983707,4.574710978503383,0
23,1,6,2.7080502677688743,2.302585092994046,4.653960350157523,0
23,1,6,2.9957323235539897,1.6094379124341003,4.330733340286331,0
23,1,7,3.2188758648682,1.0986122886681098,3.871201010907891,0
23,1,6,2.7080502677688743,1.3862943611198906,3.7612001156935624,0
23,1,7,3.2188758648682,2.4849066497880004,5.030437921392435,0
23,2,5,2.3025851929940404,3.6888794541139363,5.66988092298052,0
23,1,6,2.7080502677688743,2.9444389791664403,4.836281906951478,0
23,1,6,2.9957323235539897,2.70805020110221,4.990432586778736,0
23,1,6,2.890371813451719,2.0794415416798357,4.727387818712341,0
23,1,5,2.6390574010438272,2.4849066497880004,4.762173934797756,0
23,1,6,2.9957323235539897,2.3978952727983707,4.90527477843843,0
23,1,7,3.555348090060842,1.9459101490553132,5.393627546352362,0
23,1,6,2.9957323235539897,1.791759469228055,4.204692619390966,0
23,1,6,2.9957323235539897,1.791759469228055,4.51085950651685,0
23,1,7,3.401197414995488,1.6094379124341003,4.382026634673881,0
23,1,5,2.6390574010438272,3.1354942159291497,5.655991810819852,0
23,1,6,2.7080502677688743,1.791759469228055,3.9512437185814275,0
23,1,6,2.9957323235539897,2.3978952727983707,5.19295685089021,0
23,1,6,2.772588784739779,0.6931471805599453,3.044522437723423,0
23,1,7,3.2188758648682,0.6931471805599453,3.8066624897703196,0
23,1,6,2.9957323235539897,2.5649493574615367,5.003946305945459,0
23,1,7,3.2188758648682,0.6931471805599453,3.8066624897703196,0
23,1,7,3.555348090060842,1.9459101490553132,4.859812404361672,0
23,1,6,2.7080502677688743,0.6931471805599453,3.2188758248682006,0
23,1,5,2.3025851929940404,2.772588722239781,4.5217885770490405,0
23,1,6,2.833213402879744,0.6931471805599453,3.4657359027997265,0
23,1,6,2.7080502677688743,2.8903717578961645,5.5909869805108565,0
23,1,5,2.3025851929940404,2.995732273553991,4.663439094112067,0
23,1,5,2.3025851929940404,2.833213344056216,4.77912349311153,0
23,1,6,2.7080502677688743,1.3862943611198906,4.0943445622221,0
23,1,6,2.7080502677688743,2.9444389791664403,5.170483995038151,0
23,1,6,2.7080502677688743,0.6931471805599453,3.2188758248682006,0
23,1,6,2.7080502677688743,2.1972245773362196,4.553876891600541,0
23,1,7,3.2580965764830196,2.302585092994046,5.10594547390058,0
23,1,7,3.912023025428146,2.0794415416798357,5.545177444479562,0
23,1,6,2.833213402879744,1.3862943611198906,3.9889840465642745,0
22,1,6,2.7080502677688743,1.791759469228055,3.9512437185814275,0
22,1,6,2.772588784739779,2.0794415416798357,4.59511985013459,0
22,1,6,2.7080502677688743,1.791759469228055,4.276666119016055,0
22,1,6,2.7080502677688743,2.1972245773362196,4.700480365792417,0
22,1,5,2.6390574010438272,2.4849066497880004,4.5217885770490405,0
22,1,6,2.9957323235539897,0.6931471805599453,3.4011973816621555,0
22,1,6,2.944439031798018,1.791759469228055,4.624972813284271,0
22,1,6,2.890371813451719,2.4849066497880004,4.962844630259907,0
22,1,6,2.9957323235539897,1.3862943611198906,4.31748811353631,0
22,1,6,2.7080502677688743,1.9459101490553132,4.330733340286331,0
22,1,7,3.2188758648682,1.9459101490553132,4.553876891600541,0
22,1,5,2.6390574010438272,2.302585092994046,4.31748811353631,0
22,1,6,2.9957323235539897,1.3862943611198906,4.0943445622221,0
22,1,7,3.2188758648682,1.6094379124341003,4.605170185988092,0
22,1,6,2.9957323235539897,1.9459101490553132,4.584967478670572,0
22,1,6,2.7080502677688743,1.0986122886681098,3.2188758248682006,0
22,1,6,2.9957323235539897,2.4849066497880004,4.941642422609304,0
22,1,6,2.9957323235539897,1.0986122886681098,3.8066624897703196,0
22,1,6,2.7080502677688743,1.791759469228055,4.007333185232471,0
22,1,6,2.7080502677688743,1.791759469228055,3.9512437185814275,0
22,1,7,3.2188758648682,1.0986122886681098,4.174387269895637,0
22,1,7,3.2958369030413657,2.3978952727983707,5.25227342804663,0
22,1,7,3.2188758648682,1.0986122886681098,3.8066624897703196,0
22,1,7,4.624972823088193,2.6390573296152584,6.835184586147301,0
22,1,6,2.9957323235539897,1.6094379124341003,4.406719247264253,0
22,1,6,2.7080502677688743,2.302585092994046,5.030437921392435,0
22,1,5,2.3025851929940404,3.044522437723423,5.3706380281276624,0
22,1,7,3.2188758648682,2.0794415416798357,5.10594547390058,0
22,1,7,3.912023025428146,1.9459101490553132,5.298317366548036,0
22,1,6,2.9957323235539897,3.5263605246161616,6.276323889402844,0
22,1,7,3.2188758648682,2.1972245773362196,4.983606621708336,0
22,1,6,2.7080502677688743,1.6094379124341003,4.143134726391533,0
22,1,6,2.772588784739779,1.3862943611198906,4.007333185232471,0
22,1,6,2.772588784739779,1.0986122886681098,3.332204510175204,0
22,1,7,3.401197414995488,1.3862943611198906,4.127134385045092,0
22,1,6,2.833213402879744,2.1972245773362196,4.795790545596741,0
22,1,6,2.9957323235539897,2.302585092994046,4.8283137373023015,0
22,1,6,2.890371813451719,1.3862943611198906,4.0943445622221,0
22,1,5,2.3025851929940404,3.1780538303479458,4.454347296253507,0
22,1,7,3.2188758648682,1.9459101490553132,5.19295685089021,0
22,1,6,2.833213402879744,1.6094379124341003,4.204692619390966,0
22,2,6,2.6390574010438272,1.791759469228055,4.51085950651685,0
22,1,6,3.1780538720146114,1.9459101490553132,4.983606621708336,0
22,1,5,2.48490673312133,3.2188758248682006,5.4510384535657,0
22,1,7,3.2188758648682,0.0,3.2188758248682006,0
22,1,7,3.610917939671251,1.0986122886681098,4.3694478524670215,0
22,1,7,3.2188758648682,0.6931471805599453,3.8066624897703196,0
22,1,7,3.2188758648682,0.6931471805599453,3.8066624897703196,0
22,1,5,2.3025851929940404,2.6390573296152584,4.867534450455582,0
22,1,6,2.9957323235539897,1.6094379124341003,3.784189633918261,0
22,1,6,2.7080502677688743,1.9459101490553132,4.867534450455582,0
22,1,6,2.9957323235539897,1.6094379124341003,4.31748811353631,0
21,1,6,2.7080502677688743,0.0,2.70805020110221,0
21,1,7,4.382026647173881,0.6931471805599453,5.075173815233827,0
21,2,6,3.1780538720146114,2.1972245773362196,4.897839799950911,0
21,2,5,2.079441666679828,2.3978952727983707,4.406719247264253,0
21,1,6,2.7080502677688743,2.3978952727983707,4.23410650459726,0
21,1,6,2.7080502677688743,2.0794415416798357,4.430816798843313,0
21,1,7,3.2958369030413657,2.1972245773362196,5.472270673671475,0
21,1,7,3.5835189662338873,1.3862943611198906,4.812184355372417,0
21,1,6,2.7080502677688743,0.0,2.70805020110221,0
21,1,6,2.890371813451719,1.9459101490553132,4.356708826689592,0
21,1,5,2.397895363707457,2.8903717578961645,4.343805421853684,0
21,4,4,1.6094381124340804,2.995732273553991,4.691989877940651,0
21,1,7,3.401197414995488,1.9459101490553132,4.867534450455582,0
21,1,6,2.7080502677688743,0.6931471805599453,3.4011973816621555,0
21,1,6,2.9957323235539897,0.0,2.995732273553991,0
21,1,5,2.3025851929940404,2.8903717578961645,5.062595033026967,0
21,1,7,3.2188758648682,1.6094379124341003,4.553876891600541,0
21,1,6,2.7080502677688743,0.0,2.70805020110221,0
21,1,7,3.2188758648682,0.0,3.2188758248682006,0
21,1,7,3.401197414995488,0.0,3.4011973816621555,0
21,1,7,3.2188758648682,1.3862943611198906,4.04305126783455,0
21,1,6,2.7080502677688743,1.791759469228055,4.248495242049359,0
21,1,6,2.772588784739779,0.6931471805599453,3.258096538021482,0
21,1,6,2.9957323235539897,1.6094379124341003,3.912023005428146,0
21,1,6,2.7080502677688743,2.9444389791664403,5.288267030694535,0
21,1,6,2.7080502677688743,1.9459101490553132,4.143134726391533,0
21,2,7,3.2188758648682,2.995732273553991,5.3706380281276624,0
21,1,6,2.772588784739779,0.6931471805599453,3.258096538021482,0
21,1,7,3.2188758648682,1.6094379124341003,4.394449154672439,0
21,1,7,3.2188758648682,0.6931471805599453,3.912023005428146,0
21,1,5,2.3025851929940404,2.833213344056216,4.882801922586371,0
21,1,7,3.4339872367432105,2.302585092994046,5.472270673671475,0
21,1,6,2.7080502677688743,1.6094379124341003,3.8501476017100584,0
21,1,6,2.9957323235539897,1.791759469228055,4.499809670330265,0
21,1,6,2.9957323235539897,1.3862943611198906,3.871201010907891,0
21,2,6,2.9957323235539897,0.6931471805599453,3.6888794541139363,0
21,1,6,2.772588784739779,0.6931471805599453,3.258096538021482,0
21,1,5,2.48490673312133,2.70805020110221,4.836281906951478,0
21,2,5,2.48490673312133,2.3978952727983707,4.700480365792417,0
21,1,6,2.7080502677688743,0.0,2.70805020110221,0
21,1,7,3.2188758648682,1.6094379124341003,4.553876891600541,0
21,1,5,2.3025851929940404,2.772588722239781,4.605170185988092,0
21,1,6,2.833213402879744,2.302585092994046,4.430816798843313,0
21,1,6,2.772588784739779,1.6094379124341003,4.276666119016055,0
21,3,5,2.3025851929940404,2.4849066497880004,4.90527477843843,0
21,1,6,2.9957323235539897,1.3862943611198906,4.127134385045092,0
21,1,7,3.2188758648682,2.1972245773362196,5.10594547390058,0
21,1,6,2.7080502677688743,0.0,2.70805020110221,0
21,1,7,3.555348090060842,2.6390573296152584,5.579729825986222,0
21,2,7,3.2188758648682,1.3862943611198906,4.382026634673881,0
21,1,6,2.9957323235539897,0.6931471805599453,3.6888794541139363,0
21,1,7,3.2188758648682,2.0794415416798357,4.859812404361672,0
21,2,6,2.3025851929940404,2.6390573296152584,4.9344739331306915,0
21,2,5,2.48490673312133,2.302585092994046,4.465908118654584,0
21,1,6,2.7080502677688743,1.9459101490553132,3.9889840465642745,0
21,1,6,2.7080502677688743,2.1972245773362196,3.6888794541139363,0
21,3,4,1.7917596358947079,2.5649493574615367,4.442651256490317,0
21,1,5,2.3025851929940404,2.6390573296152584,4.812184355372417,0
21,1,6,2.9957323235539897,0.6931471805599453,3.4965075614664802,0
21,1,6,2.7080502677688743,0.0,2.70805020110221,0
21,1,6,2.9957323235539897,0.6931471805599453,3.2188758248682006,0
21,1,7,3.2188758648682,0.0,3.2188758248682006,0
21,1,6,2.7080502677688743,0.0,2.70805020110221,0
21,1,6,2.772588784739779,1.791759469228055,4.110873864173311,0
21,1,7,3.4339872367432105,2.0794415416798357,5.332718793265369,0
21,1,6,2.7080502677688743,1.791759469228055,4.2626798770413155,0
21,1,7,3.2188758648682,2.302585092994046,4.442651256490317,0
21,1,6,2.7080502677688743,0.0,2.70805020110221,0
21,1,6,2.9957323235539897,0.6931471805599453,3.2188758248682006,0
21,1,6,2.9957323235539897,0.0,2.995732273553991,0
21,1,6,2.7080502677688743,2.1972245773362196,4.418840607796598,0
21,1,6,2.7080502677688743,2.8903717578961645,5.393627546352362,0
21,1,6,2.9957323235539897,1.6094379124341003,4.219507705176107,0
21,1,6,2.7080502677688743,1.0986122886681098,3.713572066704308,0
21,1,6,2.7080502677688743,0.0,2.70805020110221,0
21,1,6,2.9957323235539897,1.0986122886681098,3.912023005428146,0
21,1,6,2.7080502677688743,2.3978952727983707,4.912654885736052,0
21,1,6,2.7080502677688743,1.0986122886681098,3.295836866004329,0
21,1,6,2.9957323235539897,0.0,2.995732273553991,0
21,1,6,2.7080502677688743,2.3978952727983707,4.795790545596741,0
21,2,6,2.7080502677688743,1.0986122886681098,3.8066624897703196,0
21,1,6,2.9957323235539897,0.0,2.995732273553991,0
21,1,5,2.3025851929940404,2.833213344056216,4.6443908991413725,0
21,1,6,2.772588784739779,2.0794415416798357,3.9889840465642745,0
21,1,6,2.7080502677688743,0.6931471805599453,2.995732273553991,0
21,1,6,2.9957323235539897,1.3862943611198906,3.912023005428146,0
21,2,5,2.3025851929940404,2.302585092994046,4.59511985013459,0
21,1,7,3.2188758648682,0.6931471805599453,3.5553480614894135,0
21,1,6,2.9957323235539897,1.0986122886681098,3.828641396489095,0
21,1,7,3.2188758648682,0.0,3.2188758248682006,0
21,1,6,2.9957323235539897,0.6931471805599453,3.4011973816621555,0
21,1,6,2.9957323235539897,1.0986122886681098,3.5553480614894135,0
21,2,5,2.3025851929940404,2.302585092994046,5.159055299214529,0
21,1,7,3.2188758648682,2.8903717578961645,5.849324779946859,0
21,1,6,2.7080502677688743,1.791759469228055,3.6635616461296463,0
21,1,6,2.9957323235539897,0.6931471805599453,3.2188758248682006,0
21,1,6,2.7080502677688743,1.0986122886681098,3.6888794541139363,0
21,1,6,2.7080502677688743,1.791759469228055,4.204692619390966,0
21,1,7,3.401197414995488,0.0,3.4011973816621555,0
21,2,6,2.7080502677688743,1.0986122886681098,3.4011973816621555,0
21,1,7,3.2188758648682,0.6931471805599453,3.912023005428146,0
21,1,6,2.772588784739779,1.9459101490553132,4.110873864173311,0
21,1,6,2.772588784739779,2.0794415416798357,4.700480365792417,0
20,1,7,3.401197414995488,1.791759469228055,4.90527477843843,0
20,2,6,2.9957323235539897,1.3862943611198906,4.04305126783455,0
20,1,6,2.7080502677688743,0.0,2.70805020110221,0
20,1,7,3.2188758648682,0.0,3.2188758248682006,0
20,2,5,2.6390574010438272,2.70805020110221,4.812184355372417,0
20,1,6,2.7080502677688743,1.9459101490553132,4.394449154672439,0
20,3,5,2.3025851929940404,3.8918202981106265,6.186208623900494,0
20,1,5,2.3025851929940404,2.8903717578961645,4.919980925828125,0
20,1,6,2.9957323235539897,1.791759469228055,4.605170185988092,0
20,3,4,1.7917596358947079,3.4339872044851463,5.214935757608986,0
20,1,6,3.1780538720146114,3.091042453358316,5.676753802268282,0
20,1,6,2.7080502677688743,0.0,2.70805020110221,0
20,1,5,2.48490673312133,2.70805020110221,4.897839799950911,0
20,1,6,2.7080502677688743,1.3862943611198906,3.7376696182833684,0
20,2,7,3.2188758648682,2.302585092994046,5.153291594497779,0
20,1,5,2.3025851929940404,2.772588722239781,5.205708534815374,0
20,1,5,2.6390574010438272,2.995732273553991,5.58724865840025,0
20,2,6,2.7080502677688743,1.6094379124341003,4.110873864173311,0
20,1,5,2.3025851929940404,3.4011973816621555,5.605802066295998,0
20,2,5,2.3025851929940404,2.70805020110221,5.135798437050262,0
20,1,7,3.2188758648682,0.0,3.2188758248682006,0
20,4,7,2.9957323235539897,3.4339872044851463,5.988961416889864,0
20,1,6,2.9957323235539897,0.6931471805599453,3.4011973816621555,0
20,2,5,2.48490673312133,2.4849066497880004,4.852030263919617,0
20,1,6,2.7080502677688743,1.0986122886681098,3.58351893845611,0
20,1,7,3.2188758648682,0.0,3.2188758248682006,0
20,2,7,3.401197414995488,2.5649493574615367,5.308267697401205,0
20,2,5,1.6094381124340804,3.1780538303479458,4.976733742420574,0
20,4,6,2.772588784739779,3.784189633918261,6.398594934535208,0
20,2,6,1.7917596358947079,1.3862943611198906,3.871201010907891,0
20,1,7,3.401197414995488,0.6931471805599453,4.007333185232471,0
20,2,5,2.6390574010438272,2.995732273553991,5.017279836814924,0
20,1,6,2.833213402879744,0.6931471805599453,3.4657359027997265,0
20,1,6,2.9957323235539897,1.791759469228055,4.276666119016055,0
20,3,6,2.890371813451719,2.5649493574615367,4.941642422609304,0
20,1,6,2.9957323235539897,2.302585092994046,4.983606621708336,0
20,1,6,3.09104249881286,0.0,3.091042453358316,0
20,3,7,2.7080502677688743,1.9459101490553132,4.51085950651685,0
20,1,6,2.772588784739779,2.5649493574615367,5.135798437050262,0
20,1,6,2.9957323235539897,0.6931471805599453,3.6888794541139363,0
20,1,6,2.9957323235539897,2.833213344056216,5.3230099791384085,0
20,1,6,2.9957323235539897,1.9459101490553132,5.043425116919247,0
20,1,5,2.3025851929940404,2.772588722239781,4.700480365792417,0
20,1,7,3.912023025428146,1.791759469228055,5.1647859739235145,0
20,3,4,1.6094381124340804,3.6635616461296463,5.337538079701318,0
20,1,7,3.2188758648682,0.6931471805599453,3.912023005428146,0
20,1,6,2.7080502677688743,0.6931471805599453,3.2188758248682006,0
20,1,7,3.2188758648682,1.3862943611198906,3.8501476017100584,0
20,1,6,2.9957323235539897,0.0,2.995732273553991,0
20,2,6,2.833213402879744,2.3978952727983707,4.762173934797756,0
20,1,6,2.9957323235539897,2.5649493574615367,5.017279836814924,0
20,1,6,2.7080502677688743,0.0,2.70805020110221,0
20,1,6,2.7080502677688743,0.0,2.70805020110221,0
20,1,6,2.9957323235539897,0.0,2.995732273553991,0
20,2,7,3.912023025428146,2.3978952727983707,5.814130531825066,0
20,1,6,2.9957323235539897,0.0,2.995732273553991,0
20,1,6,2.7080502677688743,1.791759469228055,3.970291913552122,0
20,3,5,2.3025851929940404,2.995732273553991,4.955827057601261,0
20,1,7,3.401197414995488,2.5649493574615367,5.552959584921617,0
20,3,4,1.0986126220013874,3.6375861597263857,4.859812404361672,0
20,1,7,3.2188758648682,0.0,3.2188758248682006,0
20,1,6,2.944439031798018,2.3978952727983707,5.111987788356544,0
20,3,5,2.48490673312133,2.302585092994046,4.620452809519248,0
20,1,7,3.2188758648682,0.0,3.2188758248682006,0
20,1,6,2.7080502677688743,0.0,2.70805020110221,0
20,1,6,2.9957323235539897,2.4849066497880004,5.017279836814924,0
20,1,5,2.3025851929940404,2.8903717578961645,4.624972813284271,0
20,1,6,2.772588784739779,1.3862943611198906,3.6635616461296463,0
20,1,5,2.48490673312133,3.1780538303479458,5.517452896464707,0
20,2,7,3.49650759176951,3.58351893845611,5.153291594497779,0
20,1,5,2.397895363707457,2.772588722239781,4.927253685157205,0
20,1,7,3.332204545889489,2.1972245773362196,5.093750200806762,0
20,1,5,2.397895363707457,2.70805020110221,4.795790545596741,0
20,1,5,2.6390574010438272,2.4849066497880004,5.043425116919247,0
20,1,7,3.465735934049726,1.791759469228055,4.795790545596741,0
20,2,6,2.7080502677688743,1.3862943611198906,4.007333185232471,0
20,1,7,3.2188758648682,1.6094379124341003,4.248495242049359,0
20,1,6,2.9957323235539897,0.0,2.995732273553991,0
20,1,5,2.3025851929940404,3.044522437723423,5.117993812416755,0
20,1,6,2.9957323235539897,0.6931471805599453,3.2188758248682006,0
19,4,4,1.6094381124340804,1.9459101490553132,3.5553480614894135,0
19,1,6,2.7080502677688743,2.6390573296152584,4.976733742420574,0
19,3,5,2.3025851929940404,1.791759469228055,3.828641396489095,0
19,1,6,2.7080502677688743,2.4849066497880004,5.25227342804663,0
19,1,6,2.9957323235539897,1.3862943611198906,3.9889840465642745,0
19,3,6,2.772588784739779,2.5649493574615367,5.170483995038151,0
19,2,6,2.3025851929940404,1.0986122886681098,3.4011973816621555,0
19,2,5,2.397895363707457,2.4849066497880004,4.77912349311153,0
19,1,6,2.9957323235539897,1.9459101490553132,4.68213122712422,0
19,1,7,3.688879479113936,2.3978952727983707,5.1298987149230735,0
19,4,5,2.1972246884473243,2.5649493574615367,4.74493212836325,0
19,1,6,2.9957323235539897,2.772588722239781,5.0369526024136295,0
19,1,7,3.2188758648682,2.1972245773362196,5.0106352940962555,0
19,3,6,2.6390574010438272,2.302585092994046,4.852030263919617,0
19,2,7,2.079441666679828,3.58351893845611,5.44673737166631,0
19,3,5,2.3025851929940404,1.6094379124341003,3.7612001156935624,0
19,1,6,2.9957323235539897,0.0,2.995732273553991,0
19,4,4,1.6094381124340804,2.833213344056216,4.248495242049359,0
19,3,4,1.6094381124340804,3.2188758248682006,5.049856007249537,0
19,2,7,3.912023025428146,1.9459101490553132,5.117993812416755,0
19,1,6,2.9957323235539897,0.6931471805599453,3.4011973816621555,0
19,2,6,2.7080502677688743,1.3862943611198906,3.4965075614664802,0
19,2,6,2.7080502677688743,2.302585092994046,4.736198448394496,0
19,1,6,2.7080502677688743,1.791759469228055,4.204692619390966,0
19,1,7,3.2188758648682,2.302585092994046,5.093750200806762,0
19,1,6,2.9957323235539897,0.6931471805599453,3.7612001156935624,0
19,3,4,1.6094381124340804,3.2188758248682006,4.77912349311153,0
19,1,6,2.7080502677688743,1.791759469228055,4.204692619390966,0
19,3,6,2.9957323235539897,2.4849066497880004,5.0689042022202315,0
19,1,6,2.890371813451719,1.6094379124341003,3.58351893845611,0
19,1,6,2.7080502677688743,1.9459101490553132,4.499809670330265,0
19,3,4,2.079441666679828,2.833213344056216,4.663439094112067,0
19,1,6,2.7080502677688743,1.9459101490553132,4.276666119016055,0
19,2,6,2.3025851929940404,2.302585092994046,4.477336814478207,0
19,1,6,2.9957323235539897,1.0986122886681098,3.4657359027997265,0
19,2,5,2.48490673312133,3.044522437723423,5.056245805348308,0
19,1,7,3.912023025428146,0.6931471805599453,4.174387269895637,0
19,3,6,2.9957323235539897,1.791759469228055,4.605170185988092,0
19,2,6,2.9957323235539897,1.0986122886681098,4.0943445622221,0
19,2,6,2.7080502677688743,1.0986122886681098,3.4657359027997265,0
19,3,7,3.2188758648682,3.2188758248682006,6.192362489474872,0
19,3,5,2.3025851929940404,1.9459101490553132,3.9512437185814275,0
19,2,6,2.48490673312133,1.3862943611198906,3.8501476017100584,0
19,1,5,2.48490673312133,2.6390573296152584,4.59511985013459,0
19,1,6,2.7080502677688743,0.6931471805599453,3.2188758248682006,0
19,2,6,2.9957323235539897,1.6094379124341003,4.330733340286331,0
19,1,5,2.3025851929940404,2.5649493574615367,5.117993812416755,0
19,1,6,2.9957323235539897,1.3862943611198906,3.912023005428146,0
19,2,6,2.772588784739779,1.9459101490553132,4.382026634673881,0
19,2,7,3.2580965764830196,1.9459101490553132,5.062595033026967,0
19,1,6,2.7080502677688743,0.6931471805599453,2.995732273553991,0
19,2,6,2.9957323235539897,1.0986122886681098,4.0943445622221,0
19,3,5,2.3025851929940404,2.0794415416798357,4.2626798770413155,0
19,3,7,3.2188758648682,1.6094379124341003,4.394449154672439,0
19,1,6,2.9957323235539897,1.9459101490553132,4.584967478670572,0
19,2,6,2.9957323235539897,2.0794415416798357,4.770684624465665,0
19,1,6,2.9957323235539897,2.3978952727983707,4.969813299576001,0
18,1,6,3.13549425940741,0.0,3.1354942159291497,0
18,1,6,2.9957323235539897,3.091042453358316,5.332718793265369,0
18,2,5,2.397895363707457,2.9444389791664403,5.14166355650266,0
18,1,6,2.7080502677688743,1.0986122886681098,3.4339872044851463,0
18,1,6,2.7080502677688743,0.0,2.70805020110221,0
18,1,6,2.9957323235539897,1.6094379124341003,4.406719247264253,0
18,1,6,2.7080502677688743,1.0986122886681098,3.4011973816621555,0
18,2,6,3.13549425940741,1.3862943611198906,4.343805421853684,0
18,1,7,3.2188758648682,2.5649493574615367,5.25227342804663,0
18,3,4,1.6094381124340804,2.772588722239781,3.9512437185814275,0
18,1,6,2.9957323235539897,1.6094379124341003,4.248495242049359,0
18,1,7,3.2188758648682,0.0,3.2188758248682006,0
18,3,5,2.3025851929940404,2.1972245773362196,4.276666119016055,0
18,1,7,3.401197414995488,2.1972245773362196,5.231108616854587,0
18,1,6,2.7080502677688743,1.0986122886681098,3.4011973816621555,0
18,1,6,2.772588784739779,0.6931471805599453,3.258096538021482,0
18,1,6,2.9957323235539897,0.6931471805599453,3.6888794541139363,0
18,1,6,2.833213402879744,2.833213344056216,5.204006687076795,0
18,1,6,2.9957323235539897,1.0986122886681098,3.8066624897703196,0
18,1,6,2.772588784739779,1.791759469228055,4.02535169073515,0
18,1,6,2.7080502677688743,0.6931471805599453,3.2188758248682006,0
18,4,4,1.945910291912446,2.1972245773362196,3.8501476017100584,0
18,1,6,2.772588784739779,0.6931471805599453,3.258096538021482,0
18,1,6,2.9957323235539897,0.0,2.995732273553991,0
18,4,4,1.6094381124340804,1.9459101490553132,3.295836866004329,0
18,2,6,2.3025851929940404,3.044522437723423,5.459585514144159,0
18,2,6,2.9957323235539897,1.6094379124341003,4.382026634673881,0
18,3,5,2.3025851929940404,1.791759469228055,3.295836866004329,0
18,1,6,2.9957323235539897,2.70805020110221,5.327876168789581,0
18,3,4,1.0986126220013874,3.8501476017100584,4.997212273764115,0
18,2,6,2.3025851929940404,2.6390573296152584,5.765191102784844,0
18,1,6,2.833213402879744,0.6931471805599453,3.091042453358316,0
18,1,7,3.2188758648682,1.0986122886681098,4.007333185232471,0
18,1,6,2.7080502677688743,1.3862943611198906,3.4965075614664802,0
18,4,4,1.6094381124340804,2.3978952727983707,3.9889840465642745,0
18,1,6,2.7080502677688743,0.0,2.70805020110221,0
18,4,7,4.605170195988091,2.4849066497880004,5.777652323222656,0
18,1,7,3.2188758648682,0.0,3.2188758248682006,0
18,4,4,1.945910291912446,2.5649493574615367,4.204692619390966,0
18,3,5,2.3025851929940404,1.6094379124341003,3.912023005428146,0
